X,Y,LM_ID,CLASS,SUB_CLASS,WRD_ID,RD_ID,LOCALITY,LM_CODE,LM_DESC,TIME_ST,Ward,Zone,Landmark_T
699112.8096,2799296.184,LM0965,16,16-Jan,W059,303032453,Ranipur,3,Hanuman Temple,13-05-2019,Raneepur,Bhelupur,Religious Structures
698528.4988,2799181.825,LM0966,25,25-Jan,W059,303031888,Ranipur,21,Railway Colony,28-04-2019,Raneepur,Bhelupur,Govt. Properties
698657.0447,2799285.977,LM0967,11,11-Feb,W059,303032483,Ranipur,21,Kailashpuri Hospital,28-04-2019,Raneepur,Bhelupur,Hospital
699021.6664,2799314.323,LM0968,10,10-Feb,W059,303032450,Ranipur,10,Lal Bahadur Shastri Balika Inter College,19-04-2019,Raneepur,Bhelupur,Education
698764.2494,2799333.629,LM0969,15,15-25,W059,303032793,Ranipur,8,Public Toilet,24-04-2019,Raneepur,Bhelupur,Toilet
698981.1145,2799438.371,LM0970,16,16-Jan,W059,303033017,Ranipur,21,Ahira Veer Baba,24-05-2019,Raneepur,Bhelupur,Religious Structures
698659.7478,2799470.165,LM0971,10,10-Jan,W059,303033151,Ranipur,10,Nivedita Public School,29-04-2019,Raneepur,Bhelupur,Education
699310.4671,2799489.874,LM0972,20,20-Apr,W059,303033180,Tulsipur,21,Telecom Tower,23-05-2019,Raneepur,Bhelupur,Other
699208.5251,2799467.662,LM0973,10,10-Feb,W059,303033220,Ranipur,10,Nivedita Shiksha Sadan Balika Inter College,24-05-2019,Raneepur,Bhelupur,Education
699497.2335,2799539.544,LM0974,16,16-Jan,W059,303033296,Tulsipur,3,Hanuman Temple,23-05-2019,Raneepur,Bhelupur,Religious Structures
699337.3316,2799554.415,LM0975,33,33-19,W059,303033384,Tulsipur,9,Jal Kal,23-05-2019,Raneepur,Bhelupur,Govt. Properties
698972.9992,2799524.661,LM0976,10,10-Mar,W059,303033295,Ranipur,10,Padmini Kanya Mahavidyalaya,24-05-2019,Raneepur,Bhelupur,Education
699329.6518,2799591.461,LM0977,16,16-Jan,W059,303033445,Tulsipur,3,Mata Temple,23-05-2019,Raneepur,Bhelupur,Religious Structures
698632.7894,2799608.688,LM0978,13,13-Feb,W059,303033491,Manduadih,21,Railway Awas,25-06-2019,Raneepur,Bhelupur,Govt. Properties
699367.9001,2799664.443,LM0979,6,06-Feb,W059,303033619,Tulsipur,21,Tulsi Appartment,03-06-2019,Raneepur,Bhelupur,Residential
698759.1814,2799675.599,LM0980,6,06-Feb,W059,303033598,Mahmoorganj,21,Mayank Appartment,25-06-2019,Raneepur,Bhelupur,Residential
699368.3164,2799692.668,LM0981,6,06-Feb,W059,303033721,Tulsipur,21,Jagriti Appartment,03-06-2019,Raneepur,Bhelupur,Residential
699519.6523,2799694.074,LM0982,6,06-Feb,W059,303033698,Tulsipur,21,Leela Appartment,01-06-2019,Raneepur,Bhelupur,Residential
698938.1201,2799714.239,LM0983,10,10-Jun,W059,303033676,Mahmoorganj,21,Maheswery Seva Sansthan,25-06-2019,Raneepur,Bhelupur,Other
699475.974,2799761.285,LM0984,33,33-19,W059,303033835,Tulsipur,21,Pashu Palan,01-06-2019,Raneepur,Bhelupur,Commercial / Non-Residential
699259.5576,2799760.004,LM0985,15,15-25,W059,303033805,Tulsipur,8,Toilet,04-06-2019,Raneepur,Bhelupur,Toilet
699303.4818,2799754.84,LM0986,6,06-Feb,W059,303033868,Tulsipur,21,Laxmi Appartment,03-06-2019,Raneepur,Bhelupur,Residential
699274.4338,2799792.137,LM0987,16,16-Jan,W059,303033892,Tulsipur,3,Prachin Shiv Temple,03-06-2019,Raneepur,Bhelupur,Religious Structures
698873.6263,2799794.399,LM0988,33,33-19,W059,303033853,Mahmoorganj,21,Ranipur Vidhut Upkendra,25-06-2019,Raneepur,Bhelupur,Govt. Properties
699145.8368,2799699.728,LM0989,33,33-19,W059,303033891,Tulsipur,21,Moti Jheel,04-06-2019,Raneepur,Bhelupur,Ponds/Kunds//Lake
698939.6765,2799803.41,LM0990,10,10-Jan,W059,303033847,Mahmoorganj,10,Adarsh Prathmik Vidyalaya Mahmoorganj,25-06-2019,Raneepur,Bhelupur,Education
699423.3908,2799831.79,LM0991,17,17-Feb,W059,303033962,Tulsipur,8,Park,03-06-2019,Raneepur,Bhelupur,Park/Garden
699482.7789,2799843.096,LM0992,16,16-Jan,W059,303034001,Tulsipur,3,Prachin Hanuman Temple,03-06-2019,Raneepur,Bhelupur,Religious Structures
699523.0831,2799879.977,LM0993,16,16-Jan,W059,303033997,Tulsipur,3,Chaura Mata Temple,03-06-2019,Raneepur,Bhelupur,Religious Structures
698812.3717,2799901.629,LM0994,11,11-Feb,W059,303034104,Mahmoorganj,21,Hospital,29-05-2019,Raneepur,Bhelupur,Hospital
699261.859,2799912.548,LM0995,10,10-Jan,W059,303034115,Mahmoorganj,10,School,30-05-2019,Raneepur,Bhelupur,Education
699505.4846,2799930.905,LM0996,20,20-Apr,W059,303034136,Mahmoorganj,21,CPT,30-05-2019,Raneepur,Bhelupur,Commercial / Non-Residential
699322.8377,2800010.392,LM0997,16,16-Jan,W059,303034249,Mahmoorganj,3,Temple,30-05-2019,Raneepur,Bhelupur,Religious Structures
699640.144,2800040.133,LM0998,6,06-Feb,W059,303034336,Birdopur,21,Ayusha Appartment,26-05-2019,Raneepur,Bhelupur,Residential
699447.1235,2800058.929,LM0999,16,16-Jan,W059,303034342,Mahmoorganj,3,Temple,30-05-2019,Raneepur,Bhelupur,Religious Structures
699657.2959,2800094.079,LM1000,33,33-19,W059,303034402,Birdopur,21,Well,26-05-2019,Raneepur,Bhelupur,Well
699483.5716,2800111.238,LM1001,11,11-Feb,W059,303034423,Mahmoorganj,21,Hospital,30-05-2019,Raneepur,Bhelupur,Hospital
699758.1862,2800118.222,LM1002,16,16-Jan,W059,303034403,Birdopur,3,Temple,26-05-2019,Raneepur,Bhelupur,Religious Structures
699377.2933,2800142.037,LM1003,7,07-Apr,W059,303034974,Mahmoorganj,16,Hotel,30-05-2019,Raneepur,Bhelupur,Hotel
699673.0607,2800155.294,LM1004,33,33-19,W059,303034461,Birdopur,21,Laxmi Plaza,28-05-2019,Raneepur,Bhelupur,Commercial / Non-Residential
699906.619,2800160.491,LM1005,33,33-19,W059,303034528,Birdopur,21,Sanyukt Mahanideshak Vyapar Karyalay,26-05-2019,Raneepur,Bhelupur,Govt. Properties
699539.2098,2800190.219,LM1006,17,17-Feb,W059,303034552,Mahmurganj,8,Park,01-06-2019,Raneepur,Bhelupur,Park/Garden
699772.1399,2800204.762,LM1007,17,17-Feb,W059,303034547,Mahmurganj,8,Park,28-05-2019,Raneepur,Bhelupur,Park/Garden
699811.5424,2800241.434,LM1008,6,06-Feb,W059,303034573,Mahmurganj,21,Green Valley Appartment,28-05-2019,Raneepur,Bhelupur,Residential
699980.7883,2800245.851,LM1009,11,11-Feb,W059,303034998,Mahmurganj,21,Ashirwad Hospital,28-05-2019,Raneepur,Bhelupur,Hospital
698136.4882,2797531.098,LM1010,10,10-Jan,W059,302026564,Bhikharipur Sundarpur,10,Pramary School,28-03-2019,Raneepur,Bhelupur,Education
699329.9955,2798423.519,LM1011,31,31-Aug,W023,303028593,Bari Patiya,15,Dhobi Ghat,22-04-2019,Jolha South,Bhelupur,Religious Structures
699465.4566,2798534.795,LM1012,33,33-19,W023,303034656,Bari Patiya,1,Dr. Bhimrao Ambedkar Statue,01-05-2019,Jolha South,Bhelupur,Govt. Properties
699324.6532,2798622.676,LM1013,10,10-Jan,W023,303029421,Bari Patiya,10,Madarsa,04-05-2019,Jolha South,Bhelupur,Religious Structures
699329.7479,2798648.415,LM1014,16,16-Feb,W023,303029543,Bari Patiya,4,Mosque,04-05-2019,Jolha South,Bhelupur,Religious Structures
699382.4346,2798672.117,LM1015,16,16-Feb,W023,303029676,Bari Patiya,4,Mosque,01-05-2019,Jolha South,Bhelupur,Religious Structures
699531.442,2798723.293,LM1016,16,16-Jan,W023,303029972,Bari Patiya,3,Durga Mandir,01-05-2019,Jolha South,Bhelupur,Religious Structures
699068.7315,2798725.719,LM1017,6,06-Feb,W023,303034680,Bari Patiya,21,Ashiyana Apartment,06-04-2019,Jolha South,Bhelupur,Residential
699558.5162,2798740.263,LM1018,16,16-Jan,W023,303029984,Bari Patiya,3,Durga Mandir,01-05-2019,Jolha South,Bhelupur,Religious Structures
699291.2666,2798767.531,LM1019,16,16-Feb,W023,303030141,Bajardiha,4,Masjid Hasmi,15-04-2019,Jolha South,Bhelupur,Religious Structures
699522.7274,2798809.541,LM1020,10,10-Jan,W023,303030222,Bajardiha,10,Aaja khan Janabe Madarsa,16-04-2019,Jolha South,Bhelupur,Religious Structures
699724.984,2798820.285,LM1021,15,15-May,W023,303030417,Bajardiha,14,Police Choukey,15-04-2019,Jolha South,Bhelupur,Police Station
699662.5063,2798822.103,LM1022,18,18-01-2002,W023,303030416,Bajardiha,9,Pump House,15-04-2019,Jolha South,Bhelupur,Pump
699276.7514,2798887.379,LM1023,15,15-Aug,W023,303030597,Bajardiha,18,Kabristan,15-04-2019,Jolha South,Bhelupur,Religious Structures
699465.6438,2798884.468,LM1024,16,16-Jan,W023,303030607,Bajardiha,3,Nima Bhai Temple,16-04-2019,Jolha South,Bhelupur,Religious Structures
699286.7192,2798889.553,LM1025,15,15-Aug,W023,303030600,Bajardiha,18,Kabristan,15-04-2019,Jolha South,Bhelupur,Religious Structures
699776.503,2798897.134,LM1026,10,10-Jan,W025,303034702,Bajardiha,10,Madarsa,15-04-2019,Jolha North,Bhelupur,Religious Structures
699390.4852,2798906.981,LM1027,16,16-Jan,W048,303030592,Bajardiha,3,Hanuman Temple,13-04-2019,Bajardiha,Bhelupur,Religious Structures
699775.8474,2798918.726,LM1028,16,16-Feb,W025,303030703,Bajardiha,4,Mosque,15-04-2019,Jolha North,Bhelupur,Religious Structures
700296.8369,2798925.925,LM1029,16,16-Jan,W025,303030682,Jivdhipur,3,Deeh Baba Mandir,10-04-2019,Jolha North,Bhelupur,Religious Structures
699502.2558,2798941.269,LM1030,33,33-19,W048,303030785,Bajardiha,9,Water Supply Station,13-04-2019,Bajardiha,Bhelupur,Govt. Properties
699714.4075,2798953.281,LM1031,16,16-Jan,W025,303034728,Bajardiha,3,Mata Temple,15-04-2019,Jolha North,Bhelupur,Religious Structures
699700.0161,2798959.186,LM1032,16,16-Feb,W025,303030951,Bajardiha,4,Mosque,15-04-2019,Jolha North,Bhelupur,Religious Structures
699476.9566,2798957.939,LM1033,10,10-Jan,W048,303030853,Bajardiha,10,Madarsa A Sidiqui,13-04-2019,Bajardiha,Bhelupur,Religious Structures
699742.5748,2798994.812,LM1034,16,16-Feb,W025,303031045,Bajardiha,4,Mosque,14-04-2019,Jolha North,Bhelupur,Religious Structures
700020.8396,2798994.027,LM1035,16,16-Feb,W025,303030900,Jivdhipur,4,Mosque,13-04-2019,Jolha North,Bhelupur,Religious Structures
699293.151,2798981.022,LM1036,16,16-Jan,W048,303031020,Bajardiha,3,Dih Baba Temple,13-04-2019,Bajardiha,Bhelupur,Religious Structures
699914.4753,2798999.977,LM1037,10,10-Jan,W025,303030954,Bajardiha,10,Madarsa,14-04-2019,Jolha North,Bhelupur,Religious Structures
699322.8338,2799015.689,LM1038,11,11-Feb,W048,303031017,Bajardiha,21,Sabika Hospital,13-04-2019,Bajardiha,Bhelupur,Hospital
699258.5618,2799027.833,LM1039,10,10-Jan,W048,303031130,Jakha,10,Madarsa Nomaiya Hamidiya,05-05-2019,Bajardiha,Bhelupur,Religious Structures
699231.4009,2799002.508,LM1040,15,15-Aug,W048,303031038,Jakha,19,Graveyard,05-05-2019,Bajardiha,Bhelupur,Religious Structures
699792.9717,2799034.143,LM1041,16,16-Feb,W025,303031165,Bajardiha,4,Mosque,21-04-2019,Jolha North,Bhelupur,Religious Structures
699788.186,2799058.765,LM1042,10,10-Jan,W025,303031177,Bajardiha,10,Madrasa Ihle Sunnat,21-04-2019,Jolha North,Bhelupur,Religious Structures
699949.6427,2799081.986,LM1043,16,16-Mar,W025,303031324,Bajardiha,21,Imam Chowk,21-04-2019,Jolha North,Bhelupur,Other
700376.3149,2799083.557,LM1044,33,33-19,W025,303031552,Sudamapur,21,Sanskriti Kala Kendra,04-05-2019,Jolha North,Bhelupur,Education
699928.622,2799107.993,LM1045,16,16-Feb,W025,303031503,Bajardiha,4,Bari Masjid,21-04-2019,Jolha North,Bhelupur,Religious Structures
699069.35,2799137.201,LM1046,6,06-Feb,W048,303031940,Ranipur,21,Nita Appartment,13-05-2019,Bajardiha,Bhelupur,Residential
700327.2907,2799151.113,LM1047,16,16-Jan,W025,303031579,Sudamapur,3,Temple,04-05-2019,Jolha North,Bhelupur,Religious Structures
700106.9927,2799162.299,LM1048,16,16-Feb,W025,303031741,Sudamapur,4,Mosque,05-05-2019,Jolha North,Bhelupur,Religious Structures
699356.0449,2799159.003,LM1049,16,16-Jan,W048,303031692,Jakha,3,Chaura Mata Mandir,08-05-2019,Bajardiha,Bhelupur,Religious Structures
700196.6023,2799173.228,LM1050,16,16-Jan,W025,303031775,Sudamapur,3,Sati Mata Temple,05-05-2019,Jolha North,Bhelupur,Religious Structures
700014.8456,2799165.343,LM1051,20,20-Apr,W025,303031729,Bajardiha,21,CPT,22-04-2019,Jolha North,Bhelupur,Commercial / Non-Residential
700088.4052,2799186.358,LM1052,16,16-Jan,W025,303032000,Sudamapur,3,Shiv Temple,05-05-2019,Jolha North,Bhelupur,Religious Structures
699255.6954,2799197.993,LM1053,10,10-Jun,W048,303032029,Jakha,10,Sant Sai Shiksha Sansthan,08-05-2019,Bajardiha,Bhelupur,Education
700381.8473,2799211.654,LM1054,10,10-Jan,W025,303031873,Sudamapur,10,V K M Academy,04-05-2019,Jolha North,Bhelupur,Education
699395.8609,2799231.664,LM1055,10,10-Jan,W048,303032067,Jakha,10,AXN School,07-05-2019,Bajardiha,Bhelupur,Education
699291.6796,2799251.259,LM1056,6,06-Feb,W048,303032247,Jakha,21,Dhareshwar Appartment,08-05-2019,Bajardiha,Bhelupur,Residential
700043.2581,2799269.746,LM1057,10,10-Jan,W025,303032268,Sudamapur,10,Madarsa,04-05-2019,Jolha North,Bhelupur,Religious Structures
699878.5027,2799260.494,LM1058,16,16-Feb,W025,303032313,Bajardiha,6,Shaheed Baba Mazar,22-04-2019,Jolha North,Bhelupur,Religious Structures
699894.4816,2799269.552,LM1059,16,16-Feb,W025,303032306,Bajardiha,4,Mosque,22-04-2019,Jolha North,Bhelupur,Religious Structures
699787.0107,2799268.423,LM1060,33,33-19,W025,303032336,Bajardiha,21,Well,22-04-2019,Jolha North,Bhelupur,Well
700225.7919,2799247.433,LM1061,10,10-Jan,W025,303032003,Sudamapur,10,Gyan Deep Public School,04-05-2019,Jolha North,Bhelupur,Education
699993.013,2799278.544,LM1062,16,16-Feb,W025,303032272,Bajardiha,4,Mosque,22-04-2019,Jolha North,Bhelupur,Religious Structures
700060.6032,2799283.968,LM1063,16,16-Jan,W025,303032268,Sudamapur,21,Prachin Tilanga Veer Baba,04-05-2019,Jolha North,Bhelupur,Religious Structures
699533.0627,2799297.703,LM1064,16,16-Feb,W025,303032427,Jakha,4,Masjid Hamid e Kabil,07-05-2019,Jolha North,Bhelupur,Religious Structures
700167.1548,2799305.776,LM1065,33,33-19,W025,303032447,Sudamapur,21,Well,04-05-2019,Jolha North,Bhelupur,Well
699432.5776,2799297.257,LM1066,7,07-Jul,W048,303032428,Jakha,21,Marriage Lawn,30-04-2019,Bajardiha,Bhelupur,Commercial / Non-Residential
700195.0164,2799317.568,LM1067,11,11-Feb,W025,303032466,Sudamapur,21,Ahamad Hospital,04-05-2019,Jolha North,Bhelupur,Hospital
700178.7918,2799318.56,LM1068,33,33-19,W025,303032542,Sudama Nagar,21,Well,04-05-2019,Jolha North,Bhelupur,Well
699415.7497,2799380.45,LM1069,33,33-19,W025,303032782,Jakha,21,Sai Prena Apartmetn,30-04-2019,Jolha North,Bhelupur,Residential
699530.833,2799419.104,LM1070,16,16-Feb,W025,303033142,Jakha,21,Ilyashwi Dargah,30-04-2019,Jolha North,Bhelupur,Religious Structures
699547.371,2799443.081,LM1071,16,16-Feb,W025,303033102,Jakha,21,Hazi Baba Ki Dargah,30-04-2019,Jolha North,Bhelupur,Religious Structures
699629.9343,2799442.619,LM1072,13,13-Feb,W025,303033077,Sudamapur,21,VDA Awas,24-04-2019,Jolha North,Bhelupur,Govt. Properties
699840.9085,2799450.969,LM1073,13,13-Feb,W025,303033087,Sudamapur,21,VDA Awas,24-04-2019,Jolha North,Bhelupur,Govt. Properties
699547.3551,2799456.453,LM1074,16,16-Feb,W025,303033101,Jakha,21,Hazi Baba Ki Dargah,30-04-2019,Jolha North,Bhelupur,Religious Structures
699654.9051,2799451.261,LM1075,13,13-Feb,W025,303033077,Sudamapur,21,VDA Awas,24-04-2019,Jolha North,Bhelupur,Govt. Properties
699836.013,2799469.588,LM1076,13,13-Feb,W025,303033154,Sudamapur,21,VDA Awas,24-04-2019,Jolha North,Bhelupur,Govt. Properties
699882.2422,2799430.748,LM1077,16,16-Jan,W025,303032831,Sudamapur,3,Temple,24-04-2019,Jolha North,Bhelupur,Religious Structures
699834.5115,2799488.22,LM1078,13,13-Feb,W025,303033154,Sudamapur,21,VDA Awas,24-04-2019,Jolha North,Bhelupur,Govt. Properties
699732.591,2799466.805,LM1079,16,16-Jan,W025,303033115,Sudamapur,3,Baba Bade Gaibinath Ji Mandir,03-05-2019,Jolha North,Bhelupur,Religious Structures
699502.2277,2799512.502,LM1080,15,15-Aug,W025,303033296,Jakha,19,Graveyard,30-04-2019,Jolha North,Bhelupur,Religious Structures
699758.6521,2799564.011,LM1081,13,13-Feb,W025,303033392,Sudamapur,21,VDA Awas,24-04-2019,Jolha North,Bhelupur,Govt. Properties
699796.7566,2799568.971,LM1082,13,13-Feb,W025,303033378,Sudamapur,21,VDA Awas,24-04-2019,Jolha North,Bhelupur,Govt. Properties
700118.6283,2796792.037,LM1083,33,33-19,W031,303024891,BHU,21,Employees health center BHU,03-05-2019,Naria,Bhelupur,Education
701358.0681,2797061.079,LM1084,11,11-Feb,W031,303025179,BHU,21,Sir Sunderlal Hospital BHU,03-05-2019,Naria,Bhelupur,Hospital
700653.2326,2796281.473,LM1085,10,10-Mar,W031,303024728,BHU,10,Dept of Mining Engineering,03-05-2019,Naria,Bhelupur,Govt. Properties
700788.1703,2796185.032,LM1086,10,10-Mar,W031,303024703,BHU,10,Dept of physics,03-05-2019,Naria,Bhelupur,Education
701344.7419,2796840.256,LM1087,10,10-Jan,W031,303025178,"BHU, Bhagwanpur",10,Institute of medical Sciences BHU,03-05-2019,Naria,Bhelupur,Education
700619.6427,2796946.135,LM1088,7,Jul-13,W031,302025170,BHU,16,Lal Bahadur Shastri Hostel,03-05-2019,Naria,Bhelupur,Education
700942.5481,2796618.484,LM1089,10,10-Feb,W031,302024764,BHU,10,MBA College BHU,03-05-2019,Naria,Bhelupur,Education
700040.4992,2795326.572,LM1090,33,33-19,W031,303024631,BHU,10,Technex IIT BHU,03-05-2019,Naria,Bhelupur,Education
700326.8495,2795426.671,LM1091,33,33-19,W031,303024635,BHU,10,IIT BHU Main Library,03-05-2019,Naria,Bhelupur,Education
699901.8617,2795183.821,LM1092,33,33-19,W031,303024626,BHU,10,Gandhi Technology Alumni Centre,03-05-2019,Naria,Bhelupur,Education
700175.8449,2795887.614,LM1093,16,16-Jan,W031,302024708,BHU,3,Kashi Vishwanath Temple,03-05-2019,Naria,Bhelupur,Religious Structures
700549.8386,2795883.112,LM1094,33,33-19,W031,303024677,BHU,10,Sayaji Rao Gaekwad Central Library BHU,03-05-2019,Naria,Bhelupur,Education
700909.8226,2795748.58,LM1095,13,13-Jan,W031,303024669,BHU,21,Central office BHU,03-05-2019,Naria,Bhelupur,Education
700417.6701,2796209.617,LM1096,10,10-Mar,W031,303024709,BHU,10,Banaras Hindu University Campus,03-05-2019,Naria,Bhelupur,Education
701120.859,2795868.58,LM1097,15,15-Sep,W031,303024694,BHU,21,Shanti Swarup Bhatnagar Guest House,03-05-2019,Naria,Bhelupur,Hotel
701633.8831,2797099.623,LM1098,10,10-Mar,W031,302025412,"BHU, Bhagwanpur",10,Mahila Mahavidyalaya,03-05-2019,Naria,Bhelupur,Education
701158.4259,2796464.522,LM1099,33,33-19,W031,302024765,BHU,10,Ayurvedic Pharmacy Building BHU,03-05-2019,Naria,Bhelupur,Education
700071.0593,2796981.871,LM1100,33,33-19,W031,303025248,Karaundi Chauraha,21,Jodhpur Ground,03-05-2019,Naria,Bhelupur,Park/Garden
700577.2368,2794902.644,LM1101,33,33-19,W031,303024594,BHU,7,Krishi Prashikshan Kendra,03-05-2019,Naria,Bhelupur,Education
699955.2957,2795026.61,LM1102,6,06-Feb,W031,303024628,BHU,21,Guru Nanak Rabindranath Appartment,04-05-2019,Naria,Bhelupur,Govt. Properties
699597.8961,2795090.303,LM1103,10,10-Jan,W031,303024618,BHU,10,Prathmik Vidyalaya,04-05-2019,Naria,Bhelupur,Education
700087.0505,2795118.407,LM1104,7,Jul-13,W031,303024632,BHU,21,Vivekanand Chhatrawas,03-05-2019,Naria,Bhelupur,Education
700792.8921,2795188.729,LM1105,33,33-19,W031,303024630,BHU,21,Bharti Pradyogiki Sansthn,02-05-2019,Naria,Bhelupur,Govt. Properties
700287.4105,2795230.11,LM1106,33,33-19,W031,303024635,BHU,21,IIT BHU GYM,03-05-2019,Naria,Bhelupur,Education
700877.9903,2795505.763,LM1107,13,13-Jan,W031,303024642,BHU,10,Math Vibhag,02-05-2019,Naria,Bhelupur,Education
699959.7488,2795482.256,LM1108,7,Jul-13,W031,303024639,BHU,21,Rajputana Chhatrawas,01-05-2019,Naria,Bhelupur,Education
700432.2497,2795554.668,LM1109,33,33-19,W031,303024662,BHU,21,Electronic Abhiyantriki,01-05-2019,Naria,Bhelupur,Govt. Properties
699784.2591,2795597.136,LM1110,7,Jul-13,W031,302024653,BHU,21,Aryabhatta Chhatrawas,02-05-2019,Naria,Bhelupur,Education
699940.5054,2795714.238,LM1111,7,Jul-13,W031,303024683,BHU,21,Dr. Shri Niwas Ramanujan Chhatrawas,02-05-2019,Naria,Bhelupur,Education
700207.833,2795670.682,LM1112,13,13-Jan,W031,302024658,BHU,7,Karyalay Udhyan Vishesgya,30-04-2019,Naria,Bhelupur,Govt. Properties
700952.3949,2795827.141,LM1113,33,33-19,W031,303024674,BHU,7,Suchana And Jansampark Karyalay,28-04-2019,Naria,Bhelupur,Park/Garden
700999.7167,2796062.409,LM1114,17,17-Aug,W031,302024707,BHU,21,BHU stadium,28-04-2019,Naria,Bhelupur,Education
701238.0992,2795884.215,LM1115,13,13-Feb,W031,302024695,BHU,21,Sarkari Awas,28-04-2019,Naria,Bhelupur,Govt. Properties
699991.406,2796043.528,LM1116,17,17-Mar,W031,302024708,BHU,21,Gurtu Hostel Play Ground,28-04-2019,Naria,Bhelupur,Education
700806.4419,2795845.509,LM1117,17,17-Feb,W031,303024672,BHU,8,Park,28-04-2019,Naria,Bhelupur,Park/Garden
701177.8474,2795933.998,LM1118,13,13-Feb,W031,303024694,BHU,21,Sarkari Awas,28-04-2019,Naria,Bhelupur,Govt. Properties
701208.3445,2795946.35,LM1119,7,Jul-13,W031,302024695,BHU,21,BHU Boys Hostel,28-04-2019,Naria,Bhelupur,Education
701278.2115,2796098.755,LM1120,13,13-Feb,W031,302024718,BHU,21,Sarkari Awas,28-04-2019,Naria,Bhelupur,Govt. Properties
701328.7434,2796254.106,LM1121,10,10-Mar,W031,302024718,Bhagwanpur Lanka,10,Kashi Hindu Vishwavidyalaya,09-05-2019,Naria,Bhelupur,Education
700340.9005,2796234.479,LM1122,17,17-Aug,W031,303024709,BHU,21,Stadium,29-04-2019,Naria,Bhelupur,Other
700611.8639,2796125.632,LM1123,13,13-Jan,W031,303024704,BHU,21,Abhiyanta Vibhag,28-04-2019,Naria,Bhelupur,Govt. Properties
700961.8047,2796340.125,LM1124,13,13-Jan,W031,302024724,BHU,10,Faculty of Arts office,28-04-2019,Naria,Bhelupur,Education
700488.8361,2796491.748,LM1125,33,33-19,W031,303024777,BHU,7,Rashtriya Seva Yojana,28-04-2019,Naria,Bhelupur,Govt. Properties
701029.1643,2796446.219,LM1126,33,33-19,W031,302024765,BHU,21,Drisya Kala Sankaya,29-04-2019,Naria,Bhelupur,Govt. Properties
701240.3339,2796575.705,LM1127,33,33-19,W031,302024782,BHU,21,P Omkar Nath Thakur Home,29-04-2019,Naria,Bhelupur,Govt. Properties
700831.9083,2796385.197,LM1128,13,13-Jan,W031,303024723,BHU,21,Dharm Vibhag,29-04-2019,Naria,Bhelupur,Religious Structures
700984.6333,2797023.069,LM1129,15,15-Sep,W031,302025333,BHU,21,Lakshman Das Guest House,28-04-2019,Naria,Bhelupur,Govt. Properties
700791.985,2796930.28,LM1130,7,Jul-13,W031,303025084,BHU,21,Ruiyya Medical Hostel,28-04-2019,Naria,Bhelupur,Education
701155.9519,2797043.129,LM1131,6,06-Jan,W031,303025425,BHU,21,Malviya Bhawan,28-04-2019,Naria,Bhelupur,Govt. Properties
700214.4337,2797092.7,LM1132,10,10-Jan,W031,303025392,BHU,10,Kendriya Vidyalaya BHU,28-04-2019,Naria,Bhelupur,Education
701365.6869,2797218.348,LM1133,11,11-Feb,W031,302025592,BHU,21,Sir Sunderlal Hospital,01-05-2019,Naria,Bhelupur,Hospital
700757.58,2797219.456,LM1135,33,33-19,W031,303025493,BHU,10,NCC,28-04-2019,Naria,Bhelupur,Govt. Properties
700969.6069,2797297.665,LM1136,33,33-19,W031,303025546,Nariyan,10,BHU Department,02-05-2019,Naria,Bhelupur,Education
701431.9876,2797270.907,LM1137,15,15-25,W031,302025592,BHU,21,Community Toilet,01-05-2019,Naria,Bhelupur,Toilet
700115.7107,2797270.977,LM1138,33,33-19,W031,303025495,Sundarpur,21,Quarter,08-05-2019,Naria,Bhelupur,Govt. Properties
700692.0453,2797315.59,LM1139,13,13-Feb,W031,302025774,Nariyan,21,Sainik Awas,08-05-2019,Naria,Bhelupur,Govt. Properties
700575.5294,2797375.831,LM1140,33,33-19,W031,303025773,Nariyan,10,Choudhary Lodge,08-05-2019,Naria,Bhelupur,Hotel
700448.8389,2797454.821,LM1141,16,16-Jan,W031,303025825,Nariyan,3,Rohiteshwar Mahadev Temple,08-05-2019,Naria,Bhelupur,Religious Structures
699882.5919,2794857.412,LM1142,16,16-Jan,W031,303024597,BHU,3,Temple,01-05-2019,Naria,Bhelupur,Religious Structures
701011.442,2795603.786,LM1143,18,18-01-2002,W031,303024667,BHU,9,Pump House,01-05-2019,Naria,Bhelupur,Pump
699904.7998,2796944.83,LM1144,13,13-Jan,W031,303025192,Karaundi Chauraha,9,Jal Kal Vibhag Assets,10-05-2019,Naria,Bhelupur,Govt. Properties
699913.8625,2796956.004,LM1145,15,15-25,W031,303025192,Karaundi Chauraha,8,Sulabh Shauchalaya,10-05-2019,Naria,Bhelupur,Toilet
700074.2397,2797146.629,LM1146,33,33-19,W031,303025495,BHU,10,Lala Lajpat Rai Pathshala,28-04-2019,Naria,Bhelupur,Education
700529.5762,2797416.007,LM1147,33,33-19,W031,303025742,Nariyan,21,Ganpati Udyan,08-05-2019,Naria,Bhelupur,Park/Garden
700506.3141,2797353.527,LM1148,33,33-19,W031,303025742,Nariyan,21,Ram Charan Choudhary,08-05-2019,Naria,Bhelupur,Govt. Properties
701317.786,2797291.99,LM1149,15,15-25,W031,302025627,Bhogibeer,8,Toilet,02-05-2019,Naria,Bhelupur,Toilet
700319.0126,2797111.116,LM1150,33,33-19,W031,303025396,BHU,10,Malviya Shishu Vihar,28-04-2019,Naria,Bhelupur,Govt. Properties
